	venue	innings	ball	batting_team	bowling_team	batsmen	bowlers	runs
851	Sardar Patel Stadium	2	5.6	Rajasthan Royals	Sunrisers Hyderabad	"KK Nair,AM Rahane,SV Samson,STR Binny,SR Watson"	"KV Sharma,B Kumar,DW Steyn"	37
852	M Chinnaswamy Stadium	1	5.9	Kings XI Punjab	Royal Challengers Bangalore	"Mandeep Singh,V Sehwag,GJ Maxwell"	"JA Morkel,MA Starc,VR Aaron,HV Patel"	64
853	M Chinnaswamy Stadium	2	5.6	Royal Challengers Bangalore	Kings XI Punjab	"PA Patel,CH Gayle,S Rana,V Kohli"	"MG Johnson,Sandeep Sharma,L Balaji"	34
854	Wankhede Stadium	1	5.6	Mumbai Indians	Chennai Super Kings	"LMP Simmons,AT Rayudu,CM Gautam"	"S Badree,IC Pandey"	42
855	Wankhede Stadium	2	5.6	Chennai Super Kings	Mumbai Indians	"DR Smith,SK Raina,BB McCullum"	"JJ Bumrah,P Kumar,SL Malinga"	38
856	Feroz Shah Kotla	1	5.6	Delhi Daredevils	Sunrisers Hyderabad	"MA Agarwal,KP Pietersen,Q de Kock"	"KV Sharma,MC Henriques,B Kumar,DW Steyn"	52
857	M Chinnaswamy Stadium	1	5.6	Royal Challengers Bangalore	Rajasthan Royals	"CH Gayle,VH Zol,V Kohli"	"JP Faulkner,KW Richardson,SR Watson,PV Tambe"	31
858	M Chinnaswamy Stadium	2	5.6	Rajasthan Royals	Royal Challengers Bangalore	"KK Nair,AM Rahane"	"JA Morkel,MA Starc,AB Dinda,VR Aaron"	45
859	Barabati Stadium	1	5.6	Kings XI Punjab	Kolkata Knight Riders	"Mandeep Singh,GJ Maxwell,V Sehwag,WP Saha"	"M Morkel,UT Yadav,JH Kallis"	49
86	Eden Gardens	2	5.6	Rajasthan Royals	Kolkata Knight Riders	"SA Asnodkar,Sohail Tanvir,SR Watson,GC Smith"	"AB Agarkar,AB Dinda,Umar Gul,I Sharma"	42
860	Barabati Stadium	2	5.6	Kolkata Knight Riders	Kings XI Punjab	"RV Uthappa,G Gambhir"	"AR Patel,MG Johnson,Sandeep Sharma"	55
861	Rajiv Gandhi International Stadium	1	5.6	Sunrisers Hyderabad	Mumbai Indians	"AJ Finch,KL Rahul,S Dhawan"	"PP Ojha,SL Malinga,JJ Bumrah,Harbhajan Singh,CJ Anderson"	43
862	Rajiv Gandhi International Stadium	2	5.6	Mumbai Indians	Sunrisers Hyderabad	"LMP Simmons,AT Rayudu,CM Gautam"	"IK Pathan,B Kumar,DW Steyn"	38
863	JSCA International Stadium Complex	1	5.6	Rajasthan Royals	Chennai Super Kings	"SR Watson,Ankit Sharma"	"S Badree,R Ashwin,IC Pandey,MM Sharma"	42
864	JSCA International Stadium Complex	2	5.6	Chennai Super Kings	Rajasthan Royals	"DR Smith,SK Raina,BB McCullum,F du Plessis"	"PV Tambe,JP Faulkner,KK Cooper,Ankit Sharma"	48
865	M Chinnaswamy Stadium	1	5.6	Royal Challengers Bangalore	Delhi Daredevils	"PA Patel,CH Gayle,V Kohli"	"Mohammed Shami,S Kaul,JP Duminy,R Shukla"	34
866	M Chinnaswamy Stadium	2	5.6	Delhi Daredevils	Royal Challengers Bangalore	"MA Agarwal,M Vijay,KP Pietersen,Q de Kock"	"M Muralitharan,MA Starc,YS Chahal,AN Ahmed"	46
867	Barabati Stadium	1	5.6	Mumbai Indians	Kolkata Knight Riders	"LMP Simmons,RG Sharma,AT Rayudu,CM Gautam"	"Shakib Al Hasan,M Morkel,UT Yadav,SP Narine"	37
868	Barabati Stadium	2	5.7	Kolkata Knight Riders	Mumbai Indians	"RV Uthappa,G Gambhir"	"Harbhajan Singh,PP Ojha,JJ Bumrah,SL Malinga"	45
869	Rajiv Gandhi International Stadium	1	5.6	Sunrisers Hyderabad	Kings XI Punjab	"AJ Finch,S Dhawan"	"MG Johnson,Sandeep Sharma"	55
87	Wankhede Stadium	1	5.6	Kings XI Punjab	Mumbai Indians	"JR Hopes,LA Pomersbach,SE Marsh"	"SM Pollock,VS Yeligati,A Nehra"	43
870	Rajiv Gandhi International Stadium	2	5.6	Kings XI Punjab	Sunrisers Hyderabad	"M Vohra,V Sehwag,WP Saha"	"KV Sharma,MC Henriques,B Kumar,DW Steyn"	86
871	Sardar Patel Stadium	1	5.6	Rajasthan Royals	Delhi Daredevils	"KK Cooper,KK Nair,AM Rahane"	"S Kaul,JP Duminy,R Shukla,S Nadeem"	52
872	Sardar Patel Stadium	2	5.7	Delhi Daredevils	Rajasthan Royals	"MA Agarwal,KD Karthik,KP Pietersen,JP Duminy"	"DS Kulkarni,BCJ Cutting,KK Cooper,JP Faulkner"	34
873	Rajiv Gandhi International Stadium	1	5.6	Sunrisers Hyderabad	Kolkata Knight Riders	"AJ Finch,NV Ojha,S Dhawan"	"M Morkel,UT Yadav,SP Narine"	41
874	Rajiv Gandhi International Stadium	2	5.6	Kolkata Knight Riders	Sunrisers Hyderabad	"MK Pandey,RV Uthappa,G Gambhir"	"DJG Sammy,KV Sharma,B Kumar,DW Steyn"	30
875	JSCA International Stadium Complex	1	5.6	Chennai Super Kings	Royal Challengers Bangalore	"DR Smith,SK Raina,BB McCullum,DJ Hussey"	"M Muralitharan,MA Starc,VR Aaron,AN Ahmed"	39
876	JSCA International Stadium Complex	2	5.6	Royal Challengers Bangalore	Chennai Super Kings	"PA Patel,CH Gayle,V Kohli"	"S Badree,R Ashwin,MM Sharma"	17
877	Feroz Shah Kotla	1	5.7	Delhi Daredevils	Kings XI Punjab	"KP Pietersen,KD Karthik,M Vijay"	"BE Hendricks,Sandeep Sharma,AR Patel"	55
878	Feroz Shah Kotla	2	5.7	Kings XI Punjab	Delhi Daredevils	"V Sehwag,M Vohra"	"Mohammed Shami,WD Parnell,JD Unadkat"	66
879	Sardar Patel Stadium	1	5.7	Mumbai Indians	Rajasthan Royals	"LMP Simmons,MEK Hussey"	"DS Kulkarni,KK Cooper,Ankit Sharma,JP Faulkner"	42
88	Wankhede Stadium	2	5.6	Mumbai Indians	Kings XI Punjab	"DR Smith,ST Jayasuriya,SR Tendulkar"	"IK Pathan,S Sreesanth,VRV Singh"	68
880	Sardar Patel Stadium	2	5.7	Rajasthan Royals	Mumbai Indians	"UBT Chand,SR Watson,KK Nair,SV Samson"	"KA Pollard,PP Ojha,JJ Bumrah,K Santokie"	47
881	Rajiv Gandhi International Stadium	1	5.6	Royal Challengers Bangalore	Sunrisers Hyderabad	"PA Patel,CH Gayle,Yuvraj Singh,V Kohli"	"Parvez Rasool,KV Sharma,B Kumar,DW Steyn"	25
882	Rajiv Gandhi International Stadium	2	5.6	Sunrisers Hyderabad	Royal Challengers Bangalore	"S Dhawan,DA Warner"	"M Muralitharan,MA Starc,VR Aaron,AN Ahmed"	51
883	Eden Gardens	1	5.6	Chennai Super Kings	Kolkata Knight Riders	"DR Smith,SK Raina,BB McCullum"	"Shakib Al Hasan,SP Narine,PJ Cummins,UT Yadav"	35
884	Eden Gardens	2	5.6	Kolkata Knight Riders	Chennai Super Kings	"RV Uthappa,G Gambhir"	"R Ashwin,BW Hilfenhaus,IC Pandey,MM Sharma"	52
885	Punjab Cricket Association IS Bindra Stadium	1	5.7	Kings XI Punjab	Mumbai Indians	"SE Marsh,V Sehwag,M Vohra"	"PP Ojha,JJ Bumrah,P Kumar,K Santokie"	48
886	Punjab Cricket Association IS Bindra Stadium	2	5.6	Mumbai Indians	Kings XI Punjab	"LMP Simmons,MEK Hussey"	"BE Hendricks,Sandeep Sharma,R Dhawan,AR Patel"	62
887	JSCA International Stadium Complex	1	5.6	Chennai Super Kings	Sunrisers Hyderabad	"DR Smith,SK Raina,F du Plessis"	"Parvez Rasool,KV Sharma,B Kumar,DW Steyn"	60
888	JSCA International Stadium Complex	2	5.7	Sunrisers Hyderabad	Chennai Super Kings	"S Dhawan,DA Warner"	"JW Hastings,R Ashwin,MM Sharma"	64
889	Eden Gardens	1	5.7	Kolkata Knight Riders	Royal Challengers Bangalore	"MK Pandey,RV Uthappa,G Gambhir,YK Pathan"	"M Muralitharan,MA Starc,AB Dinda,AN Ahmed"	45
89	MA Chidambaram Stadium	1	5.6	Royal Challengers Bangalore	Chennai Super Kings	"R Dravid,V Kohli,SP Goswami,JH Kallis"	"M Ntini,MS Gony"	23
890	Eden Gardens	2	5.6	Royal Challengers Bangalore	Kolkata Knight Riders	"CH Gayle,V Kohli,YV Takawale"	"M Morkel,UT Yadav,SP Narine"	36
891	Wankhede Stadium	1	5.6	Mumbai Indians	Delhi Daredevils	"LMP Simmons,MEK Hussey"	"WD Parnell,S Kaul,S Nadeem,JD Unadkat"	65
892	Wankhede Stadium	2	5.6	Delhi Daredevils	Mumbai Indians	"KP Pietersen,KD Karthik,M Vijay"	"S Gopal,M de Lange,JJ Bumrah,PP Ojha"	47
893	Punjab Cricket Association IS Bindra Stadium	1	5.6	Kings XI Punjab	Rajasthan Royals	"SE Marsh,V Sehwag,M Vohra"	"JP Faulkner,VS Malik,SR Watson,KK Cooper"	53
894	Punjab Cricket Association IS Bindra Stadium	2	5.6	Rajasthan Royals	Kings XI Punjab	"KK Nair,AM Rahane,SV Samson"	"BE Hendricks,R Dhawan,AR Patel,L Balaji"	44
895	M Chinnaswamy Stadium	1	5.6	Royal Challengers Bangalore	Chennai Super Kings	"V Kohli,Yuvraj Singh,YV Takawale,VH Zol,RR Rossouw"	"S Badree,R Ashwin,A Nehra,MM Sharma"	34
896	M Chinnaswamy Stadium	2	5.6	Chennai Super Kings	Royal Challengers Bangalore	"DR Smith,SK Raina,F du Plessis"	"MA Starc,SB Jakati,R Rampaul"	64
897	Eden Gardens	1	5.6	Sunrisers Hyderabad	Kolkata Knight Riders	"NV Ojha,S Dhawan,DA Warner"	"R Vinay Kumar,M Morkel,SP Narine"	49
898	Eden Gardens	2	5.7	Kolkata Knight Riders	Sunrisers Hyderabad	"MK Pandey,RV Uthappa,G Gambhir"	"JO Holder,B Kumar,DW Steyn"	49
899	Wankhede Stadium	1	5.6	Rajasthan Royals	Mumbai Indians	"SR Watson,SV Samson"	"Harbhajan Singh,PP Ojha,JJ Bumrah,CJ Anderson"	35
9	Wankhede Stadium	2	5.6	Royal Challengers Bangalore	Mumbai Indians	"R Dravid,LRPL Taylor,S Chanderpaul"	"DS Kulkarni,SM Pollock,A Nehra"	40
90	MA Chidambaram Stadium	2	5.6	Chennai Super Kings	Royal Challengers Bangalore	"PA Patel,SP Fleming"	"A Kumble,P Kumar,DW Steyn,JH Kallis"	44
900	Wankhede Stadium	2	5.6	Mumbai Indians	Rajasthan Royals	"KA Pollard,LMP Simmons,MEK Hussey,RG Sharma,CJ Anderson"	"JP Faulkner,SR Watson,KK Cooper,DS Kulkarni"	71
901	Punjab Cricket Association IS Bindra Stadium	1	5.6	Delhi Daredevils	Kings XI Punjab	"MA Agarwal,KD Karthik,KP Pietersen,KM Jadhav"	"P Awana,MG Johnson,AR Patel"	44
902	Punjab Cricket Association IS Bindra Stadium	2	5.6	Kings XI Punjab	Delhi Daredevils	"DA Miller,GJ Maxwell,V Sehwag,M Vohra"	"Mohammed Shami,JDS Neesham,JD Unadkat"	48
903	Eden Gardens	1	5.6	Kolkata Knight Riders	Kings XI Punjab	"MK Pandey,RV Uthappa,G Gambhir"	"P Awana,MG Johnson,R Dhawan,AR Patel"	55
904	Eden Gardens	2	5.7	Kings XI Punjab	Kolkata Knight Riders	"WP Saha,V Sehwag,M Vohra"	"Shakib Al Hasan,M Morkel,UT Yadav,SP Narine"	46
905	Brabourne Stadium	1	5.6	Mumbai Indians	Chennai Super Kings	"LMP Simmons,MEK Hussey"	"IC Pandey,A Nehra,MM Sharma"	53
906	Brabourne Stadium	2	5.6	Chennai Super Kings	Mumbai Indians	"DR Smith,F du Plessis"	"JJ Bumrah,P Kumar,CJ Anderson"	60
907	Wankhede Stadium	1	5.6	Kings XI Punjab	Chennai Super Kings	"V Sehwag,M Vohra"	"IC Pandey,A Nehra,MM Sharma"	70
908	Wankhede Stadium	2	5.7	Chennai Super Kings	Kings XI Punjab	"DR Smith,SK Raina,F du Plessis"	"P Awana,MG Johnson,Sandeep Sharma"	100
909	M Chinnaswamy Stadium	1	5.6	Kings XI Punjab	Kolkata Knight Riders	"WP Saha,GJ Bailey,V Sehwag,M Vohra"	"M Morkel,UT Yadav,SP Narine"	32
91	Punjab Cricket Association IS Bindra Stadium	1	5.7	Deccan Chargers	Kings XI Punjab	"HH Gibbs,AC Gilchrist"	"S Sreesanth,RR Powar,VRV Singh"	42
910	M Chinnaswamy Stadium	2	5.6	Kolkata Knight Riders	Kings XI Punjab	"MK Pandey,RV Uthappa,G Gambhir"	"P Awana,MG Johnson,L Balaji"	59
911	Maharashtra Cricket Association Stadium	1	5.6	Kings XI Punjab	Kolkata Knight Riders	"V Sehwag,GJ Maxwell,WP Saha,GJ Bailey,M Vijay"	"AD Russell,M Morkel,UT Yadav"	48
912	Maharashtra Cricket Association Stadium	2	5.6	Kolkata Knight Riders	Kings XI Punjab	"MK Pandey,RV Uthappa,SA Yadav,G Gambhir"	"MG Johnson,Sandeep Sharma,Anureet Singh"	53
913	Sardar Patel Stadium	1	5.6	Chennai Super Kings	Rajasthan Royals	"DR Smith,SK Raina,BB McCullum,F du Plessis"	"JP Faulkner,Ankit Sharma,DJ Hooda,CH Morris,PV Tambe"	39
914	Sardar Patel Stadium	2	5.6	Rajasthan Royals	Chennai Super Kings	"SR Watson,AM Rahane"	"A Nehra,IC Pandey,MM Sharma"	47
915	M Chinnaswamy Stadium	1	5.6	Mumbai Indians	Royal Challengers Bangalore	"PA Patel,LMP Simmons,UBT Chand"	"Iqbal Abdulla,D Wiese,VR Aaron,AN Ahmed"	48
916	Feroz Shah Kotla	1	5.6	Delhi Daredevils	Kolkata Knight Riders	"MA Agarwal,JP Duminy,MK Tiwary,SS Iyer"	"AD Russell,M Morkel,UT Yadav,SP Narine"	34
917	Feroz Shah Kotla	2	5.7	Kolkata Knight Riders	Delhi Daredevils	"MK Pandey,RV Uthappa,SA Yadav,G Gambhir"	"DJ Muthuswami,NM Coulter-Nile,AD Mathews"	48
918	Sardar Patel Stadium	1	5.6	Rajasthan Royals	Kings XI Punjab	"SR Watson,AM Rahane"	"MG Johnson,Sandeep Sharma,Anureet Singh"	43
919	Sardar Patel Stadium	2	5.6	Kings XI Punjab	Rajasthan Royals	"M Vijay,V Sehwag,SE Marsh"	"PV Tambe,JP Faulkner,CH Morris,STR Binny"	40
92	Punjab Cricket Association IS Bindra Stadium	2	5.6	Kings XI Punjab	Deccan Chargers	"KC Sangakkara,SE Marsh"	"RP Singh,SB Styris,Y Venugopal Rao,DP Vijaykumar"	74
920	Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium	1	5.6	Sunrisers Hyderabad	Kolkata Knight Riders	"S Dhawan,DA Warner"	"M Morkel,J Botha,SP Narine"	43
921	Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium	2	5.7	Kolkata Knight Riders	Sunrisers Hyderabad	"MK Pandey,AD Russell,RV Uthappa,G Gambhir"	"KV Sharma,P Kumar,MC Henriques,B Kumar,DW Steyn"	49
922	M Chinnaswamy Stadium	1	5.6	Chennai Super Kings	Royal Challengers Bangalore	"DR Smith,SK Raina,BB McCullum"	"MA Starc,D Wiese,YS Chahal,HV Patel"	45
923	M Chinnaswamy Stadium	2	5.6	Royal Challengers Bangalore	Chennai Super Kings	"KD Karthik,MS Bisla,RR Rossouw,V Kohli"	"A Nehra,IC Pandey,MM Sharma"	38
924	Feroz Shah Kotla	1	5.6	Delhi Daredevils	Mumbai Indians	"MA Agarwal,JP Duminy,SS Iyer"	"Harbhajan Singh,JJ Bumrah,MJ McClenaghan,SL Malinga"	45
925	Feroz Shah Kotla	2	5.6	Mumbai Indians	Delhi Daredevils	"PA Patel,LMP Simmons,UBT Chand"	"NM Coulter-Nile,AD Mathews,JP Duminy,DJ Muthuswami"	48
926	Sardar Patel Stadium	1	5.6	Rajasthan Royals	Royal Challengers Bangalore	"SR Watson,SPD Smith,KK Nair,AM Rahane"	"Iqbal Abdulla,MA Starc,YS Chahal,HV Patel"	48
927	Sardar Patel Stadium	2	5.6	Royal Challengers Bangalore	Rajasthan Royals	"CH Gayle,V Kohli,AB de Villiers"	"DS Kulkarni,CH Morris,SR Watson,JP Faulkner"	49
928	Eden Gardens	1	5.6	Mumbai Indians	Kolkata Knight Riders	"AJ Finch,AT Rayudu,AP Tare,RG Sharma,CJ Anderson"	"Shakib Al Hasan,M Morkel,UT Yadav"	37
929	Eden Gardens	2	5.6	Kolkata Knight Riders	Mumbai Indians	"MK Pandey,RV Uthappa,G Gambhir"	"CJ Anderson,JJ Bumrah,R Vinay Kumar,SL Malinga"	38
93	Feroz Shah Kotla	1	5.6	Mumbai Indians	Delhi Daredevils	"ST Jayasuriya,SR Tendulkar"	"GD McGrath,B Geeves,VY Mahesh,MF Maharoof"	60
930	MA Chidambaram Stadium	1	5.7	Chennai Super Kings	Delhi Daredevils	"DR Smith,SK Raina,BB McCullum,F du Plessis"	"NM Coulter-Nile,JA Morkel,DJ Muthuswami"	59
931	MA Chidambaram Stadium	2	5.6	Delhi Daredevils	Chennai Super Kings	"JA Morkel,KM Jadhav,SS Iyer,CM Gautam,MA Agarwal"	"A Nehra,MM Sharma"	40
932	Maharashtra Cricket Association Stadium	1	5.6	Rajasthan Royals	Kings XI Punjab	"SPD Smith,KK Nair,AM Rahane,SV Samson"	"AR Patel,Sandeep Sharma,Anureet Singh"	35
933	Maharashtra Cricket Association Stadium	2	5.7	Kings XI Punjab	Rajasthan Royals	"M Vijay,GJ Maxwell,V Sehwag,WP Saha"	"DS Kulkarni,TG Southee,CH Morris,JP Faulkner"	51
934	Eden Gardens	1	5.6	Kolkata Knight Riders	Royal Challengers Bangalore	"RV Uthappa,G Gambhir"	"AN Ahmed,VR Aaron,SA Abbott,HV Patel"	53
935	Eden Gardens	2	5.6	Royal Challengers Bangalore	Kolkata Knight Riders	"CH Gayle,KD Karthik,V Kohli"	"KC Cariappa,M Morkel,SP Narine"	41
936	MA Chidambaram Stadium	1	5.6	Chennai Super Kings	Sunrisers Hyderabad	"DR Smith,BB McCullum"	"TA Boult,KV Sharma,B Kumar,I Sharma"	49
937	MA Chidambaram Stadium	2	5.6	Sunrisers Hyderabad	Chennai Super Kings	"KL Rahul,S Dhawan,DA Warner"	"A Nehra,MM Sharma"	46
938	Feroz Shah Kotla	1	5.6	Delhi Daredevils	Rajasthan Royals	"MA Agarwal,JP Duminy,SS Iyer"	"DS Kulkarni,DJ Hooda,TG Southee,CH Morris,PV Tambe"	51
939	Feroz Shah Kotla	2	5.6	Rajasthan Royals	Delhi Daredevils	"SPD Smith,AM Rahane,SV Samson"	"NM Coulter-Nile,AD Mathews,JD Unadkat"	42
94	Feroz Shah Kotla	2	5.6	Delhi Daredevils	Mumbai Indians	"S Dhawan,MK Tiwary,V Sehwag,G Gambhir"	"DS Kulkarni,A Nel,SM Pollock,A Nehra"	56
940	Wankhede Stadium	1	5.7	Kings XI Punjab	Mumbai Indians	"M Vijay,V Sehwag"	"P Suyal,R Vinay Kumar,SL Malinga"	57
941	Wankhede Stadium	2	5.6	Mumbai Indians	Kings XI Punjab	"AJ Finch,AT Rayudu,AP Tare,RG Sharma,CJ Anderson"	"MG Johnson,Sandeep Sharma,Anureet Singh"	17
942	M Chinnaswamy Stadium	1	5.6	Royal Challengers Bangalore	Sunrisers Hyderabad	"CH Gayle,KD Karthik,V Kohli"	"TA Boult,P Kumar,B Kumar"	47
943	M Chinnaswamy Stadium	2	5.6	Sunrisers Hyderabad	Royal Challengers Bangalore	"S Dhawan,DA Warner"	"AN Ahmed,VR Aaron,SA Abbott,HV Patel"	65
944	Sardar Patel Stadium	1	5.6	Mumbai Indians	Rajasthan Royals	"AJ Finch,UBT Chand,PA Patel,RG Sharma"	"DS Kulkarni,TG Southee,CH Morris,STR Binny"	31
945	Sardar Patel Stadium	2	5.6	Rajasthan Royals	Mumbai Indians	"SPD Smith,AM Rahane,SV Samson"	"P Suyal,R Vinay Kumar,SL Malinga"	42
946	Maharashtra Cricket Association Stadium	1	5.6	Kings XI Punjab	Delhi Daredevils	"M Vijay,V Sehwag,WP Saha"	"NM Coulter-Nile,AD Mathews,DJ Muthuswami"	41
947	Maharashtra Cricket Association Stadium	2	5.6	Delhi Daredevils	Kings XI Punjab	"MA Agarwal,JP Duminy,SS Iyer"	"MG Johnson,Sandeep Sharma,Anureet Singh"	47
948	Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium	1	5.6	Sunrisers Hyderabad	Rajasthan Royals	"KL Rahul,EJG Morgan,S Dhawan,DA Warner"	"DS Kulkarni,TG Southee,CH Morris,DJ Hooda"	35
949	Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium	2	5.6	Rajasthan Royals	Sunrisers Hyderabad	"AM Rahane,SV Samson"	"TA Boult,P Kumar,B Kumar"	36
95	MA Chidambaram Stadium	1	5.6	Rajasthan Royals	Chennai Super Kings	"SA Asnodkar,GC Smith"	"M Ntini,MS Gony,JA Morkel"	67
950	Wankhede Stadium	1	5.6	Mumbai Indians	Chennai Super Kings	"PA Patel,Harbhajan Singh,LMP Simmons,RG Sharma,CJ Anderson"	"IC Pandey,A Nehra,MM Sharma"	31
951	Wankhede Stadium	2	5.6	Chennai Super Kings	Mumbai Indians	"DR Smith,BB McCullum"	"Harbhajan Singh,P Suyal,J Suchith,SL Malinga"	90
952	Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium	1	5.7	Delhi Daredevils	Sunrisers Hyderabad	"MA Agarwal,JP Duminy,SS Iyer"	"P Kumar,B Kumar,DW Steyn"	40
953	Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium	2	5.6	Sunrisers Hyderabad	Delhi Daredevils	"S Dhawan,DA Warner"	"NM Coulter-Nile,AD Mathews,JP Duminy,DJ Muthuswami"	50
954	Wankhede Stadium	1	5.6	Mumbai Indians	Sunrisers Hyderabad	"PA Patel,LMP Simmons,UBT Chand"	"TA Boult,B Kumar,DW Steyn"	46
955	Wankhede Stadium	2	5.7	Sunrisers Hyderabad	Mumbai Indians	"S Dhawan,DA Warner"	"Harbhajan Singh,MJ McClenaghan,SL Malinga"	52
956	MA Chidambaram Stadium	1	5.7	Chennai Super Kings	Kings XI Punjab	"DR Smith,SK Raina,BB McCullum"	"Karanveer Singh,MG Johnson,Sandeep Sharma,Anureet Singh"	54
957	MA Chidambaram Stadium	2	5.6	Kings XI Punjab	Chennai Super Kings	"M Vijay,GJ Bailey,V Sehwag,SE Marsh"	"A Nehra,IC Pandey,MM Sharma"	39
958	Feroz Shah Kotla	1	5.7	Delhi Daredevils	Royal Challengers Bangalore	"MA Agarwal,JP Duminy,Yuvraj Singh,SS Iyer"	"VR Aaron,MA Starc,D Wiese,HV Patel"	38
959	Feroz Shah Kotla	2	5.6	Royal Challengers Bangalore	Delhi Daredevils	"CH Gayle,V Kohli"	"NM Coulter-Nile,Imran Tahir,DJ Muthuswami,JP Duminy"	50
96	MA Chidambaram Stadium	2	5.6	Chennai Super Kings	Rajasthan Royals	"PA Patel,SK Raina,SP Fleming"	"Pankaj Singh,MM Patel,Sohail Tanvir,YK Pathan"	65
960	Punjab Cricket Association IS Bindra Stadium	1	5.6	Sunrisers Hyderabad	Kings XI Punjab	"GH Vihari,S Dhawan,DA Warner"	"MG Johnson,Sandeep Sharma,Anureet Singh"	56
961	Punjab Cricket Association IS Bindra Stadium	2	5.8	Kings XI Punjab	Sunrisers Hyderabad	"M Vijay,GJ Bailey,SE Marsh,M Vohra"	"TA Boult,P Kumar,B Kumar"	36
962	MA Chidambaram Stadium	1	5.6	Chennai Super Kings	Kolkata Knight Riders	"DR Smith,SK Raina,BB McCullum"	"PP Chawla,PJ Cummins,UT Yadav"	53
963	MA Chidambaram Stadium	2	5.6	Kolkata Knight Riders	Chennai Super Kings	"MK Pandey,RV Uthappa,SA Yadav,G Gambhir"	"R Ashwin,A Nehra,IC Pandey,MM Sharma"	54
964	Eden Gardens	1	5.6	Chennai Super Kings	Kolkata Knight Riders	"SK Raina,DJ Bravo,MS Dhoni,BB McCullum,F du Plessis,DR Smith"	"GB Hogg,PP Chawla,PJ Cummins,UT Yadav"	69
965	Eden Gardens	2	5.7	Kolkata Knight Riders	Chennai Super Kings	"MK Pandey,RV Uthappa,G Gambhir"	"A Nehra,MM Sharma"	38
966	Feroz Shah Kotla	1	5.7	Kings XI Punjab	Delhi Daredevils	"Mandeep Singh,V Kohli,V Sehwag,SE Marsh,M Vohra,WP Saha,DA Miller,GJ Bailey,AB de Villiers,CH Gayle"	"JP Faulkner,JP Duminy,DS Kulkarni,Z Khan,TG Southee,NM Coulter-Nile,SR Watson"	79
967	Feroz Shah Kotla	2	5.6	Delhi Daredevils	Kings XI Punjab	"MA Agarwal,SS Iyer"	"Sandeep Sharma,SN Thakur,Anureet Singh"	41
968	Wankhede Stadium	1	5.6	Mumbai Indians	Rajasthan Royals	"PA Patel,LMP Simmons,UBT Chand"	"J Theron,DS Kulkarni,TG Southee,SR Watson"	47
969	Wankhede Stadium	2	5.6	Rajasthan Royals	Mumbai Indians	"SR Watson,AM Rahane,SV Samson"	"R Vinay Kumar,MJ McClenaghan,J Suchith,SL Malinga"	55
97	Rajiv Gandhi International Stadium	1	5.6	Deccan Chargers	Royal Challengers Bangalore	"HH Gibbs,AC Gilchrist"	"A Kumble,DW Steyn,JH Kallis"	41
970	M Chinnaswamy Stadium	1	5.6	Kolkata Knight Riders	Royal Challengers Bangalore	"AD Russell,RV Uthappa,G Gambhir"	"MA Starc,YS Chahal,D Wiese,VR Aaron,HV Patel"	61
971	M Chinnaswamy Stadium	2	5.6	Royal Challengers Bangalore	Kolkata Knight Riders	"CH Gayle,Mandeep Singh,V Kohli,AB de Villiers"	"GB Hogg,PP Chawla,PJ Cummins,UT Yadav"	62
972	Rajiv Gandhi International Stadium	1	5.6	Sunrisers Hyderabad	Chennai Super Kings	"S Dhawan,DA Warner"	"RG More,A Nehra,MM Sharma"	76
973	Rajiv Gandhi International Stadium	2	5.6	Chennai Super Kings	Sunrisers Hyderabad	"DR Smith,SK Raina,BB McCullum,F du Plessis"	"TA Boult,P Kumar,B Kumar,MC Henriques"	54
974	Punjab Cricket Association IS Bindra Stadium	1	5.6	Mumbai Indians	Kings XI Punjab	"PA Patel,LMP Simmons"	"AR Patel,MG Johnson,Sandeep Sharma,Anureet Singh"	51
975	Punjab Cricket Association IS Bindra Stadium	2	5.6	Kings XI Punjab	Mumbai Indians	"DA Miller,M Vijay,V Sehwag,GJ Maxwell"	"R Vinay Kumar,MJ McClenaghan,J Suchith,SL Malinga"	45
976	Brabourne Stadium	1	5.6	Rajasthan Royals	Delhi Daredevils	"SR Watson,AM Rahane"	"NM Coulter-Nile,Z Khan,GS Sandhu"	43
977	Brabourne Stadium	2	5.6	Delhi Daredevils	Rajasthan Royals	"MA Agarwal,JP Duminy,Yuvraj Singh,SS Iyer"	"DS Kulkarni,TG Southee,SR Watson,STR Binny"	55
978	MA Chidambaram Stadium	1	5.6	Chennai Super Kings	Royal Challengers Bangalore	"DR Smith,SK Raina,BB McCullum"	"MA Starc,D Wiese,YS Chahal,HV Patel"	37
979	MA Chidambaram Stadium	2	5.6	Royal Challengers Bangalore	Chennai Super Kings	"KD Karthik,NJ Maddinson,V Kohli,AB de Villiers"	"A Nehra,IC Pandey,MM Sharma"	42
98	Rajiv Gandhi International Stadium	2	5.6	Royal Challengers Bangalore	Deccan Chargers	"W Jaffer,Misbah-ul-Haq,JH Kallis"	"RP Singh,WPUJC Vaas,DP Vijaykumar,SB Bangar"	43
